persona_id,date,amount,merchant,category,payment_method,bank,tx_type,description,balance_after,transaction_id
P077,2025-01-04 18:56:00,32480,Modern Retail,Baby Care,Cash,,debit,Transaksi di Modern Retail,16967520,TX000212
P120,2025-01-04 19:04:00,2552,Delfi,Snacks,Debit,BRI,debit,Transaksi di Delfi,6522224,TX000213
P191,2025-01-04 19:12:00,162928,HoYoverse,Entertainment,Transfer,BRI,debit,Transaksi di HoYoverse,65786718,TX000214
P195,2025-01-04 19:17:00,25623,Cinema XXI (F&B),Entertainment,Transfer,BNI,debit,Transaksi di Cinema XXI (F&B),58281572,TX000215
P096,2025-01-04 19:34:00,43292,Google Play,Entertainment,Transfer,BRI,debit,Transaksi di Google Play,15756708,TX000216
P069,2025-01-04 19:48:00,32885,Modern Retail,Beverages,QRIS,Mandiri,debit,Transaksi di Modern Retail,5340963,TX000217
P050,2025-01-04 20:28:00,4286813,Zoya,Fashion,QRIS,BCA,debit,Transaksi di Zoya,13187,TX000218
P006,2025-01-04 20:55:00,834185,Disney+ Hotstar,Entertainment,Transfer,BCA,debit,Transaksi di Disney+ Hotstar,10165815,TX000219
P019,2025-01-04 21:00:00,127260,Toko Bahan Kue,Groceries,Debit,BRI,debit,Transaksi di Toko Bahan Kue,4999109,TX000220
P057,2025-01-04 21:11:00,1954254,Steam,Entertainment,Transfer,Mandiri,debit,Transaksi di Steam,7945746,TX000221
P003,2025-01-04 21:12:00,216444,HokBen,Dining Out,Cash,,debit,Transaksi di HokBen,2983556,TX000222
P135,2025-01-04 21:16:00,41490,Indomaret,Groceries,Debit,BNI,debit,Transaksi di Indomaret,15458510,TX000223
P114,2025-01-04 21:30:00,119684,Gado-Gado Boplo,Dining Out,Cash,,debit,Transaksi di Gado-Gado Boplo,10680316,TX000224
P100,2025-01-04 21:49:00,227812,McDonald's,Dining Out,QRIS,BNI,debit,Transaksi di McDonald's,11244164,TX000225
P140,2025-01-04 21:52:00,11256,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,22988744,TX000226
P148,2025-01-04 21:57:00,2046863,H&M Indonesia,Fashion,Debit,BNI,debit,Transaksi di H&M Indonesia,14153137,TX000227
P082,2025-01-04 21:57:00,1475220,3Second Store,Fashion,Debit,BNI,debit,Transaksi di 3Second Store,6024780,TX000228
P102,2025-01-04 21:58:00,40712,Alfamart/Indomaret,Beverages,Cash,,debit,Transaksi di Alfamart/Indomaret,13479403,TX000229
P128,2025-01-04 22:06:00,157652,Burger King,Dining Out,QRIS,Mandiri,debit,Transaksi di Burger King,12821676,TX000230
P057,2025-01-04 22:14:00,6264278,Elzatta,Fashion,Cash,,debit,Transaksi di Elzatta,1681468,TX000231
P048,2025-01-04 22:15:00,67154,Mayora,Snacks,Cash,,debit,Transaksi di Mayora,1921029,TX000232
P010,2025-01-04 22:20:00,435021,Roblox,Entertainment,Transfer,Mandiri,debit,Transaksi di Roblox,3723216,TX000233
P087,2025-01-04 22:22:00,6610,Warung Kelontong,Groceries,QRIS,BNI,debit,Transaksi di Warung Kelontong,8093390,TX000234
P028,2025-01-04 22:25:00,52040,Pizza Hut,Dining Out,Debit,Mandiri,debit,Transaksi di Pizza Hut,1666685,TX000235
P160,2025-01-04 22:58:00,7431,Tiga Pilar,Snacks,Debit,BNI,debit,Transaksi di Tiga Pilar,17754288,TX000236
P121,2025-01-05 08:05:00,287981,Alfamidi,Personal Care,Debit,BRI,debit,Transaksi di Alfamidi,7872559,TX000237
P160,2025-01-05 08:25:00,277119,Loket.com,Entertainment,Transfer,Mandiri,debit,Transaksi di Loket.com,17477169,TX000238
P005,2025-01-05 08:35:00,28664,Arnotts,Snacks,Cash,,debit,Transaksi di Arnotts,3817507,TX000239
P101,2025-01-05 08:40:00,205135,Lotte Mart,Groceries,QRIS,Mandiri,debit,Transaksi di Lotte Mart,17971847,TX000240
P161,2025-01-05 08:50:00,369842,Bakmi GM,Dining Out,QRIS,BNI,debit,Transaksi di Bakmi GM,20802254,TX000241
P014,2025-01-05 09:11:00,93510,Warteg Bahari,Dining Out,Cash,,debit,Transaksi di Warteg Bahari,6906490,TX000242
P044,2025-01-05 09:22:00,114093,Domino's Pizza,Dining Out,Cash,,debit,Transaksi di Domino's Pizza,9894915,TX000243
P062,2025-01-05 09:23:00,19036,Tukang Sayur Keliling,Groceries,Cash,,debit,Transaksi di Tukang Sayur Keliling,8939130,TX000244
P091,2025-01-05 09:48:00,469026,Timezone,Entertainment,Transfer,BNI,debit,Transaksi di Timezone,13116667,TX000245
P194,2025-01-05 10:12:00,87404,Modern Retail,Baby Care,Cash,,debit,Transaksi di Modern Retail,32724266,TX000246
P036,2025-01-05 10:13:00,143666,Modern Retail,Baby Care,Cash,,debit,Transaksi di Modern Retail,3835864,TX000247
P055,2025-01-05 10:22:00,84291,Pasar Tradisional,Groceries,Cash,,debit,Transaksi di Pasar Tradisional,2871058,TX000248
P068,2025-01-05 10:44:00,73911,Glico,Snacks,Debit,BCA,debit,Transaksi di Glico,6335653,TX000249
P011,2025-01-05 10:55:00,99084,Viu,Entertainment,Transfer,BRI,debit,Transaksi di Viu,4604851,TX000250
P054,2025-01-05 11:47:00,40003,Indomaret,Groceries,Debit,Mandiri,debit,Transaksi di Indomaret,5659997,TX000251
P086,2025-01-05 12:03:00,75846,Cinema XXI (F&B),Entertainment,Transfer,Mandiri,debit,Transaksi di Cinema XXI (F&B),5165281,TX000252
P198,2025-01-05 12:11:00,595428,Ventela Official,Fashion,QRIS,BNI,debit,Transaksi di Ventela Official,42375913,TX000253
P057,2025-01-05 12:48:00,90081,Sorex Official,Fashion,Cash,,debit,Transaksi di Sorex Official,1591387,TX000254
P122,2025-01-05 13:23:00,75254,Premium Supermarket,Beverages,Cash,,debit,Transaksi di Premium Supermarket,21805831,TX000255
P158,2025-01-05 13:28:00,378798,Arnotts,Snacks,Cash,,debit,Transaksi di Arnotts,31421202,TX000256
P142,2025-01-05 13:51:00,42786,Street Vendor (Kaki Lima),Dining Out,Cash,,debit,Transaksi di Street Vendor (Kaki Lima),27183734,TX000257
P117,2025-01-05 14:04:00,75030,Otsuka,Snacks,Debit,BCA,debit,Transaksi di Otsuka,9688481,TX000258
P189,2025-01-05 14:14:00,116550,Sour Sally,Dining Out,Debit,BNI,debit,Transaksi di Sour Sally,26152685,TX000259
P200,2025-01-05 14:15:00,95148,Steam / Unipin,Entertainment,Transfer,Mandiri,debit,Transaksi di Steam / Unipin,33904852,TX000260
P063,2025-01-05 14:16:00,88974,Point Coffee,Dining Out,Debit,BNI,debit,Transaksi di Point Coffee,6911026,TX000261
P129,2025-01-05 14:34:00,179685,HoYoverse,Entertainment,Transfer,BNI,debit,Transaksi di HoYoverse,16320315,TX000262
P176,2025-01-05 14:37:00,190265,Modern Retail,Baby Care,Debit,BCA,debit,Transaksi di Modern Retail,17693521,TX000263
P135,2025-01-05 14:38:00,90217,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,15368293,TX000264
P183,2025-01-05 14:42:00,54485,Google Play,Entertainment,Transfer,BNI,debit,Transaksi di Google Play,26945515,TX000265
P034,2025-01-05 14:56:00,60945,Mayora,Snacks,Debit,Mandiri,debit,Transaksi di Mayora,3189055,TX000266
P122,2025-01-05 15:04:00,32031,Indofood,Snacks,Debit,BCA,debit,Transaksi di Indofood,21773800,TX000267
P140,2025-01-05 15:08:00,97455,Kidz Station / Indomaret,Entertainment,Transfer,BRI,debit,Transaksi di Kidz Station / Indomaret,22891289,TX000268
P170,2025-01-05 15:26:00,524476,Trans Studio,Entertainment,Transfer,BRI,debit,Transaksi di Trans Studio,28315664,TX000269
P041,2025-01-05 15:46:00,27614,Toko Buah Segar,Groceries,Debit,BRI,debit,Transaksi di Toko Buah Segar,3179408,TX000270
P121,2025-01-05 15:59:00,789795,Taman Safari,Entertainment,Transfer,BRI,debit,Transaksi di Taman Safari,7082764,TX000271
P128,2025-01-05 16:05:00,57308,Point Coffee,Dining Out,Debit,BNI,debit,Transaksi di Point Coffee,12764368,TX000272
P046,2025-01-05 16:17:00,122902,Modern Retail,Baby Care,Debit,BRI,debit,Transaksi di Modern Retail,8547473,TX000273
P060,2025-01-05 16:21:00,107898,Google Play,Entertainment,Transfer,BRI,debit,Transaksi di Google Play,8899334,TX000274
P066,2025-01-05 16:21:00,48752,Modern Retail,Beverages,QRIS,BRI,debit,Transaksi di Modern Retail,7951248,TX000275
P067,2025-01-05 16:45:00,59504,Pasar Tradisional,Groceries,Cash,,debit,Transaksi di Pasar Tradisional,6740496,TX000276
P087,2025-01-05 17:05:00,51466,Indosat Ooredoo,Billing & Utilities,Cash,,debit,Transaksi di Indosat Ooredoo,8041924,TX000277
P114,2025-01-05 17:07:00,53139,Arnotts,Snacks,Debit,BNI,debit,Transaksi di Arnotts,10627177,TX000278
P185,2025-01-05 17:32:00,308117,HokBen,Dining Out,Cash,,debit,Transaksi di HokBen,22691883,TX000279
P061,2025-01-05 17:45:00,307272,Eiger Adventure,Fashion,Debit,BNI,debit,Transaksi di Eiger Adventure,16650722,TX000280
P187,2025-01-05 18:09:00,213516,PUBG Mobile,Entertainment,Transfer,BCA,debit,Transaksi di PUBG Mobile,30696179,TX000281
P179,2025-01-05 18:36:00,191976,Arnotts,Snacks,Cash,,debit,Transaksi di Arnotts,57808024,TX000282
P127,2025-01-05 18:54:00,68822,Siantar Top,Snacks,Cash,,debit,Transaksi di Siantar Top,18931178,TX000283
P169,2025-01-05 18:54:00,17177,Arnotts,Snacks,Debit,BNI,debit,Transaksi di Arnotts,19113538,TX000284
P172,2025-01-05 19:43:00,100849,Alfamart,Groceries,Cash,,debit,Transaksi di Alfamart,31602253,TX000285
P040,2025-01-05 19:49:00,763242,Trans Studio,Entertainment,Transfer,BRI,debit,Transaksi di Trans Studio,3600351,TX000286
P149,2025-01-05 19:57:00,55250,Pasar Tradisional,Groceries,Cash,,debit,Transaksi di Pasar Tradisional,26379128,TX000287
P029,2025-01-05 20:17:00,75489,Penyet & Sambal,Dining Out,Debit,Mandiri,debit,Transaksi di Penyet & Sambal,2417399,TX000288
P024,2025-01-05 21:09:00,61698,Lotte,Snacks,Debit,Mandiri,debit,Transaksi di Lotte,6857645,TX000289
P041,2025-01-05 21:11:00,155068,Pasar Tradisional,Groceries,Debit,BNI,debit,Transaksi di Pasar Tradisional,3024340,TX000290
P184,2025-01-05 21:24:00,63796,Taman Impian Jaya Ancol,Entertainment,Transfer,BRI,debit,Transaksi di Taman Impian Jaya Ancol,18936204,TX000291
P118,2025-01-05 21:33:00,16972,Toko Bahan Kue,Groceries,QRIS,BRI,debit,Transaksi di Toko Bahan Kue,6619236,TX000292
P038,2025-01-05 21:36:00,99286,Shopee - Unilever,Beauty Care,Cash,,debit,Transaksi di Shopee - Unilever,7886458,TX000293
P072,2025-01-05 22:13:00,42884,Agen Le Minerale,Beverages,Debit,Mandiri,debit,Transaksi di Agen Le Minerale,8901816,TX000294
P093,2025-01-05 22:35:00,25906,Modern Retail,Beverages,Debit,Mandiri,debit,Transaksi di Modern Retail,9268559,TX000295
P126,2025-01-05 22:39:00,107833,Apotek K-24,Personal Care,Debit,BNI,debit,Transaksi di Apotek K-24,27892167,TX000296
P024,2025-01-05 22:47:00,68076,Modern Retail,Snacks,Cash,,debit,Transaksi di Modern Retail,6789569,TX000297
P178,2025-01-06 08:01:00,201700,Pasar Tradisional,Groceries,Cash,,debit,Transaksi di Pasar Tradisional,19798300,TX000298
P052,2025-01-06 08:40:00,246429,Toys Kingdom,Entertainment,Transfer,BCA,debit,Transaksi di Toys Kingdom,1453571,TX000299
P170,2025-01-06 09:04:00,149273,Arnotts,Snacks,Debit,BNI,debit,Transaksi di Arnotts,28166391,TX000300
P129,2025-01-06 09:05:00,7945460,Nike Store,Fashion,Debit,BRI,debit,Transaksi di Nike Store,8374855,TX000301
P148,2025-01-06 09:15:00,170030,Happy Puppy,Entertainment,Transfer,BRI,debit,Transaksi di Happy Puppy,13983107,TX000302
P008,2025-01-06 09:25:00,64135,Delfi,Snacks,Cash,,debit,Transaksi di Delfi,3335865,TX000303
P113,2025-01-06 10:18:00,22319,Cafe Lokal / Coffee Shop,Dining Out,Debit,BRI,debit,Transaksi di Cafe Lokal / Coffee Shop,11220755,TX000304
P095,2025-01-06 10:20:00,30422,Arnotts,Snacks,Cash,,debit,Transaksi di Arnotts,4993814,TX000305
P003,2025-01-06 11:13:00,147433,Mie Gacoan,Dining Out,Debit,Mandiri,debit,Transaksi di Mie Gacoan,2836123,TX000306
P153,2025-01-06 11:18:00,47361,PUBG Mobile,Entertainment,Transfer,BNI,debit,Transaksi di PUBG Mobile,11251680,TX000307
P126,2025-01-06 11:30:00,86184,Modern Retail,Baby Care,QRIS,Mandiri,debit,Transaksi di Modern Retail,27805983,TX000308
P031,2025-01-06 11:55:00,102371,Pasar Tradisional,Groceries,Cash,,debit,Transaksi di Pasar Tradisional,3348963,TX000309
P002,2025-01-06 12:33:00,14152,Mayora,Snacks,Debit,Mandiri,debit,Transaksi di Mayora,1986904,TX000310
P155,2025-01-06 12:35:00,610312,Scarlett Official,Beauty Care,Debit,BCA,debit,Transaksi di Scarlett Official,15889688,TX000311
P081,2025-01-06 12:48:00,388344,Aerostreet,Fashion,Cash,,debit,Transaksi di Aerostreet,7311656,TX000312
P159,2025-01-06 12:50:00,66456,Bank DKI,Entertainment,Transfer,BRI,debit,Transaksi di Bank DKI,31364264,TX000313
P049,2025-01-06 12:52:00,37322,Warung Kelontong,Groceries,Cash,,debit,Transaksi di Warung Kelontong,4962678,TX000314
P065,2025-01-06 13:02:00,240110,Ta Wan,Dining Out,Debit,BCA,debit,Transaksi di Ta Wan,6967836,TX000315
P045,2025-01-06 13:25:00,166410,Starbucks,Dining Out,Debit,BNI,debit,Transaksi di Starbucks,1633590,TX000316
P026,2025-01-06 13:42:00,465407,Cafe Lokal / Coffee Shop,Dining Out,Debit,Mandiri,debit,Transaksi di Cafe Lokal / Coffee Shop,5334593,TX000317
P126,2025-01-06 13:43:00,77948,Superindo,Groceries,Cash,,debit,Transaksi di Superindo,27728035,TX000318
P171,2025-01-06 14:06:00,47902,Premium Supermarket,Beverages,Cash,,debit,Transaksi di Premium Supermarket,24152668,TX000319
P156,2025-01-06 14:26:00,33692,Restaurant/Cafe,Beverages,QRIS,BCA,debit,Transaksi di Restaurant/Cafe,18446533,TX000320
P114,2025-01-06 14:36:00,206462,Jakarta Aquarium,Entertainment,Transfer,BNI,debit,Transaksi di Jakarta Aquarium,10420715,TX000321
P159,2025-01-06 14:41:00,132859,Prima Freshmart,Groceries,Cash,,debit,Transaksi di Prima Freshmart,31231405,TX000322
P153,2025-01-06 14:59:00,68093,Unipin / MLBB,Entertainment,Transfer,BCA,debit,Transaksi di Unipin / MLBB,11183587,TX000323
P170,2025-01-06 15:09:00,184578,Martabak Kubang,Dining Out,QRIS,BRI,debit,Transaksi di Martabak Kubang,27981813,TX000324
P141,2025-01-06 15:10:00,26640,Pasar Tradisional,Groceries,Debit,Mandiri,debit,Transaksi di Pasar Tradisional,20973360,TX000325
P115,2025-01-06 16:14:00,268761,Kopi Soe,Dining Out,QRIS,BRI,debit,Transaksi di Kopi Soe,7331439,TX000326
P156,2025-01-06 17:09:00,872272,Tiket.com,Entertainment,Transfer,BNI,debit,Transaksi di Tiket.com,17574261,TX000327
P099,2025-01-06 17:15:00,178689,Mayora,Snacks,Debit,BNI,debit,Transaksi di Mayora,8521311,TX000328
P140,2025-01-06 17:18:00,58521,Modern Retail,Beverages,Debit,BCA,debit,Transaksi di Modern Retail,22832768,TX000329
P052,2025-01-06 17:22:00,79677,Indofood,Snacks,Debit,BNI,debit,Transaksi di Indofood,1373894,TX000330
P072,2025-01-06 17:33:00,1887,Grosir Sembako,Beverages,Cash,,debit,Transaksi di Grosir Sembako,8899929,TX000331
P051,2025-01-06 17:39:00,20130,Google Play,Entertainment,Transfer,Mandiri,debit,Transaksi di Google Play,4779870,TX000332
P020,2025-01-06 18:19:00,464324,Warung Kelontong,Groceries,Cash,,debit,Transaksi di Warung Kelontong,5348863,TX000333
P200,2025-01-06 18:51:00,258710,Auntie Anne's,Dining Out,Cash,,debit,Transaksi di Auntie Anne's,33646142,TX000334
P110,2025-01-06 19:06:00,142549,Tukang Sayur Keliling,Groceries,QRIS,BRI,debit,Transaksi di Tukang Sayur Keliling,6143935,TX000335
P023,2025-01-06 19:16:00,267119,Kopi Kenangan,Dining Out,Cash,,debit,Transaksi di Kopi Kenangan,4439864,TX000336
P120,2025-01-06 19:32:00,6134219,Nike Store,Fashion,Debit,BCA,debit,Transaksi di Nike Store,388005,TX000337
P029,2025-01-06 20:36:00,114503,FamilyMart,Dining Out,QRIS,BNI,debit,Transaksi di FamilyMart,2302896,TX000338
P051,2025-01-06 20:46:00,53598,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,4726272,TX000339
P067,2025-01-06 20:59:00,139126,Cafe Lokal / Coffee Shop,Dining Out,Debit,BNI,debit,Transaksi di Cafe Lokal / Coffee Shop,6601370,TX000340
P199,2025-01-06 21:07:00,174257,Modern Retail,Baby Care,QRIS,Mandiri,debit,Transaksi di Modern Retail,38357167,TX000341
P150,2025-01-06 21:38:00,292202,Pasar Tradisional,Groceries,QRIS,Mandiri,debit,Transaksi di Pasar Tradisional,19507798,TX000342
P125,2025-01-06 22:15:00,80226,Agen Beras,Groceries,Cash,,debit,Transaksi di Agen Beras,11685804,TX000343
P069,2025-01-06 22:24:00,97475,Delfi,Snacks,Cash,,debit,Transaksi di Delfi,5243488,TX000344
P081,2025-01-06 22:34:00,217134,Domino's Pizza,Dining Out,Cash,,debit,Transaksi di Domino's Pizza,7094522,TX000345
P073,2025-01-06 22:50:00,120349,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,9620506,TX000346
P057,2025-01-07 08:11:00,31028,Garena,Entertainment,Transfer,BCA,debit,Transaksi di Garena,1560359,TX000347
P031,2025-01-07 08:17:00,86412,Alfamart,Groceries,Debit,BNI,debit,Transaksi di Alfamart,3262551,TX000348
P084,2025-01-07 08:35:00,108564,Cinema XXI,Entertainment,Transfer,BNI,debit,Transaksi di Cinema XXI,8491636,TX000349
P174,2025-01-07 09:09:00,109235,Cinema XXI,Entertainment,Transfer,BNI,debit,Transaksi di Cinema XXI,27890765,TX000350
P192,2025-01-07 09:23:00,24792,Tukang Sayur Keliling,Groceries,Debit,BNI,debit,Transaksi di Tukang Sayur Keliling,18105986,TX000351
P156,2025-01-07 09:36:00,93314,Orang Tua,Snacks,Debit,BRI,debit,Transaksi di Orang Tua,17480947,TX000352
P144,2025-01-07 10:00:00,290575,Wings Official,Baby Care,Debit,Mandiri,debit,Transaksi di Wings Official,12209425,TX000353
P041,2025-01-07 10:03:00,240873,HoYoverse,Entertainment,Transfer,BNI,debit,Transaksi di HoYoverse,2783467,TX000354
P087,2025-01-07 10:06:00,224498,Ranch Market,Groceries,Debit,BRI,debit,Transaksi di Ranch Market,7817426,TX000355
P060,2025-01-07 10:29:00,38392,Agen Cleo,Beverages,Debit,BNI,debit,Transaksi di Agen Cleo,8860942,TX000356
P006,2025-01-07 11:17:00,82250,Agen Telur & Sembako,Groceries,QRIS,BNI,debit,Transaksi di Agen Telur & Sembako,10083565,TX000357
P171,2025-01-07 11:26:00,79542,HoYoverse,Entertainment,Transfer,Mandiri,debit,Transaksi di HoYoverse,24073126,TX000358
P035,2025-01-07 11:29:00,16504,Alfamart/Indomaret,Beverages,Debit,BCA,debit,Transaksi di Alfamart/Indomaret,2229698,TX000359
P001,2025-01-07 11:32:00,73473,Meiji,Snacks,Debit,BCA,debit,Transaksi di Meiji,3527434,TX000360
P103,2025-01-07 11:39:00,207302,Modern Retail,Frozen Food,QRIS,BRI,debit,Transaksi di Modern Retail,8092698,TX000361
P158,2025-01-07 11:56:00,59865,Modern Retail,Baby Care,Debit,BCA,debit,Transaksi di Modern Retail,31361337,TX000362
P136,2025-01-07 12:01:00,911829,Multi Toys,Entertainment,Transfer,Mandiri,debit,Transaksi di Multi Toys,12472608,TX000363
P047,2025-01-07 12:18:00,83734,Bakmi GM,Dining Out,QRIS,Mandiri,debit,Transaksi di Bakmi GM,3326217,TX000364
P014,2025-01-07 12:28:00,58338,Mayora,Snacks,Debit,BNI,debit,Transaksi di Mayora,6848152,TX000365
P179,2025-01-07 12:38:00,198660,Prima Freshmart,Groceries,QRIS,BRI,debit,Transaksi di Prima Freshmart,57609364,TX000366
P163,2025-01-07 12:59:00,281429,MAKO Cake & Bakery,Dining Out,QRIS,BNI,debit,Transaksi di MAKO Cake & Bakery,13706869,TX000367
P072,2025-01-07 13:17:00,55723,Ayam Penyet Surabaya,Dining Out,Cash,,debit,Transaksi di Ayam Penyet Surabaya,8844206,TX000368
P065,2025-01-07 13:34:00,1028380,Uniqlo Indonesia,Fashion,Cash,,debit,Transaksi di Uniqlo Indonesia,5939456,TX000369
P083,2025-01-07 14:31:00,262985,Premium Store,Baby Care,Cash,,debit,Transaksi di Premium Store,6642915,TX000370
P192,2025-01-07 14:58:00,27183,Cafe Lokal / Coffee Shop,Dining Out,QRIS,BCA,debit,Transaksi di Cafe Lokal / Coffee Shop,18078803,TX000371
P076,2025-01-07 15:15:00,60117,Yupi,Snacks,Debit,Mandiri,debit,Transaksi di Yupi,4517909,TX000372
P056,2025-01-07 15:18:00,44209,Bebek Goreng H. Slamet,Dining Out,Debit,BRI,debit,Transaksi di Bebek Goreng H. Slamet,2390732,TX000373
P077,2025-01-07 15:37:00,189503,Modern Retail,Baby Care,QRIS,Mandiri,debit,Transaksi di Modern Retail,16778017,TX000374
P200,2025-01-07 15:40:00,75006,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,33571136,TX000375
P021,2025-01-07 15:45:00,81747,Warung Kelontong,Groceries,Cash,,debit,Transaksi di Warung Kelontong,2371497,TX000376
P158,2025-01-07 16:21:00,154604,Modern Retail,Baby Care,Cash,,debit,Transaksi di Modern Retail,31206733,TX000377
P194,2025-01-07 16:30:00,126568,Indomaret,Groceries,Debit,BNI,debit,Transaksi di Indomaret,32597698,TX000378
P127,2025-01-07 16:40:00,294200,Alfamart,Groceries,Debit,Mandiri,debit,Transaksi di Alfamart,18636978,TX000379
P097,2025-01-07 17:28:00,10149,Warteg Bahari,Dining Out,Cash,,debit,Transaksi di Warteg Bahari,7589851,TX000380
P162,2025-01-07 17:42:00,122701,Pasar Tradisional,Groceries,Cash,,debit,Transaksi di Pasar Tradisional,15150648,TX000381
P198,2025-01-07 17:45:00,17528455,H&M Indonesia,Fashion,Debit,BCA,debit,Transaksi di H&M Indonesia,24847458,TX000382
P175,2025-01-07 18:01:00,63213,Alfamart/Indomaret,Beverages,Cash,,debit,Transaksi di Alfamart/Indomaret,59662034,TX000383
P172,2025-01-07 18:05:00,12618,Wings Food,Beverages,QRIS,Mandiri,debit,Transaksi di Wings Food,31589635,TX000384
P106,2025-01-07 18:34:00,86087,Alfamart,Groceries,Cash,,debit,Transaksi di Alfamart,22847974,TX000385
P145,2025-01-07 18:35:00,149810,Starbucks,Dining Out,Debit,BRI,debit,Transaksi di Starbucks,18350190,TX000386
P101,2025-01-07 19:03:00,321442,Modern Retail,Baby Care,Debit,BRI,debit,Transaksi di Modern Retail,17650405,TX000387
P185,2025-01-07 19:17:00,893865,Tiket.com / Loket,Entertainment,Transfer,BNI,debit,Transaksi di Tiket.com / Loket,21798018,TX000388
P001,2025-01-07 19:41:00,10075,Indomaret,Groceries,Debit,BNI,debit,Transaksi di Indomaret,3517359,TX000389
P098,2025-01-07 19:42:00,44320,Regal,Snacks,Cash,,debit,Transaksi di Regal,7155680,TX000390
P085,2025-01-07 20:12:00,165869,Grand Lucky,Groceries,Debit,BRI,debit,Transaksi di Grand Lucky,16494913,TX000391
P192,2025-01-07 20:25:00,310912,PUBG Mobile,Entertainment,Transfer,BNI,debit,Transaksi di PUBG Mobile,17767891,TX000392
P034,2025-01-07 20:26:00,73116,Cafe Lokal / Coffee Shop,Dining Out,Debit,BNI,debit,Transaksi di Cafe Lokal / Coffee Shop,3115939,TX000393
P064,2025-01-07 20:36:00,162983,Lotte Grosir,Groceries,Cash,,debit,Transaksi di Lotte Grosir,7637017,TX000394
